ID,Tweet,Sentiment
2589,Remember the Republicans and the president called a democrat hoax for COVID-19!,1
2590,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",0
2591,"CoronaVirusUpdates 16 new coronavirus cases, Maharashtra Covid-19 numbers jump to 320",0
2592,Everyone in my neighborhood has apparently purchased a dog and walking shoes in the past two weeks. coronavirus,0
2593,"Corona Virus will end soon in Jesus name claim it,Amen!",1
2594,"Now Playing on 234Radio, BabyFace - Mad,Sexy,Cool. Together, we can defeat coronavirus disease (COVID-19) LetsFightCovid19 CovidNGR",0
2595,People are dying from the coronavirus and healthy people are getting horny on the tl and wont shut up about how bored they are...,0
2596,Corona took my summer before it even started.... I bought these thot outfits for no reason,1
2597,"Coronavirus shock is pushing global growth toward zero, SP says",0
2598,Tomorrow is april fools and if i see any jokes about the coronavirus i will literally commit alt f4,1
2599,"Twitter summary, March 2020: &gt;Doom Eternal &gt;Animal Crossing: New Horizons &gt;Coronavirus quarantine",0
2600,corona if u stop istg i promise to never complain ab going out ever again but pls stop,1
2601,Updates on coronavirus ( COVID19) preparations resources from our Rural Capital Area community partners:,0
2602,Stay the hell inside and dont make us miss football season you selfish fucks Coronavirustruth COVID19,1
2603,India Today running a segment with 'Hydroxychloroquine Sanjeevani for corona' flashing on the screen,0
2604,"Literally so content with life, this corona virus can still smd tho",1
2605,Italy closes ports to ships carrying migrants and refugees because of the coronavirus pandemic.,0
2606,"NEW: India reports 272 new cases of coronavirus in 24 hours and 6 new deaths. A total of 1,619 cases and 49 deaths.",0
2607,There's a lot of contradicting information going on around how the coronavirus test goes down.,1
2608,Yea. I just starting to get tired of Coronavirus as well. :(,1
2609,Got a mypillow from someone and it is literally the worst pillow Ive ever had coronavirus,0
2610,thinking about the fact that me n jesus would be out living a good life if the corona hadnt happened,0
2611,Gov Cuomo been going hard af in his timbs to stop the spread of Corona just for his brother to get it. A damn shame,1
2612,BREAKING NEWS : ESPN tennis broadcaster and tennis player Patrick McEnroe tests positive for coronavirus,0
2613,Whoever the coronavirus kills will be an indication of who our systems are designed to leave at the curb.,1
2614,Corona virus jokes dont smack anymore when more and more people die everyday,1
2615,"Greatest threat to India is _ and CommunalVirus ,not coronavirus. COVID19 _____",0
2616,Do you think Donald Trump is a craptacular leader during this Covid19 pandemic?,0
2617,American specialist predicted that up to 2 lacs Americans could because of coronavirus. COVID19 StayHomeStaySafe IndiaFightsCorona,0
2618,people are dying and this corona shit isn't funny at all then you decided to make a joke out of it. spread awareness my ass,1
2619,"Respectfully, it was February 29, 2020. The first recorded death in the U.S. from Covid-19 Coronavirus...",0
2620,Who else thinks that the govt. are still pursuing their herd immunity policy? COVID19 coronavirus,0
2621,Heartbreaking story 1030pm KCAL9...husband out of ICU for COVID19..wife in ICU w/it she has underlying issues...,0
2622,"Forty-three new coronavirus cases reported in Andhra Pradesh, tally in state rises to 87: Govt",0
2623,I'm quite sure we can trust neither the Chinese nor the American governments on the root of the truth of COVID19 origin,1
2624,Germans are really transferring sick patients from Italy to help treat them from coronavirus,1
2625,Corona ruined drinking for me now what the fuck am I supposed to do? Get a good nights sleep? Not send any apology texts? Wtf,1
2626,$NVAX Identifies Coronavirus Vaccine Candidate; Accelerates Initiation of First-in-Human Trial to Mid-May,0
2627,"This corona really different af, I hope mfs aware and safe because this shit finna get spooky",1
2628,"Natasha Otts test came back negative, she didn't die of corona guess you need to delete your tweet and twitter account",0
2629,I would like to know where they get their god damn facts? That would mean millions would contract the plague Coronavirus,1
2630,Covid19 isn't the scariest part of our lives. It's how the LEFT and their MEDIA PUNDITS are using it to push their political agenda.,1
2631,Its interesting to watch capitalism try and fix a humanitarian problem. Its almost like it doesnt care about people. COVID19,0
2632,The fact that people still dont believe the coronavirus is real is beyond me.,0
2633,This corona shit is so real bruh yall needa take this shit serious bro,1
2634,IM POSTPONING MY 21st BIRTHDAY AND I WILL BE CELEBRATING WHEN CORONA LET UP IDC WHAT MONTH IT IS ITS STILL MY BIRTHDAY.,1
2635,if you feel unsafe in New York you can stay at my house until coronavirus blows over,1
2636,Africa might want to reach for Corona Virus vaccine forever.,0
2637,"This Corona Virus Is NOT A JOKE, IM GOING THRU IT. I DONT WANT TO LOSE ANY OF MY LOVE ONES TO THIS VIRUS",1
2638,"Russia reports 1,175 new coronavirus cases and 5 new deaths. A total of 8,672 cases and 63 deaths so far. covid19russia",0
2639,"great everything is ruined for me. My summer vacations ,seeing my friends again I hate u corona",1
2640,It's extremely stupid to insist on making April Fool's Day jokes at the moment of the outbreak of the coronavirus,1
2641,why compare COVID19 to 9/11 deaths? Do we do that every year with the flu?,1
2642,CORONAVIRUS RT I just ran a mile and i feel like Im near death,1
2643,"i told this boy i had cramps, he gonna say as soon as i started feeling you, you got the coronavirus yall really sickening .",1
2644,"behzinga vikkstar zerkaahd, i would very much like to meet you when the coronavirus decides to leave x",0
2645,"As if coronavirus isnt bad enough, there is the possibility that the yellowstone volcano can erupt at anytime",1
2646,"Texas Governor says all Texas schools will remain closed until Monday, May 4th. COVID19",0
2647,"Just saw a video of a Coronavirus test being done. All I gotta say is, fuck that shit.",1
2648,"I think Trump might have has COVID-19, he looked extra sweaty today. Probably why he faced reality and sounded grim.",0
2649,"If we had enough tests, of course, they could test everyone in prison, and prevent prisons from becoming Coronavirus hotspots. GMB",1
2650,omg a 13 year old died from corona in the UK fuck,1
2651,New York Times Goldmacher truly sick spin on Coronavirus...,0
2652,Information for clinicians on supporting people with a learning disability during the coronavirus pandemic,0
2653,"43 new coronavirus cases reported in AndhraPradesh, tally in state rises to 87",0
2654,DrAnbumani says that There's medicine for Covid19. That's Social Distancing only nothing else. PMKcallsCurfewExtension,0
2655,When hashtags like CoronaJihaad trend. Need anybody says anything else?,0
2656,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 COVID19dk,0
2657,cant believe kim petras just got rid of the coronavirus like that,0
2658,"But quarter of a million dead definitely sub-par, yes ? COVID19",1
2659,Are the CoVid19 models based upon the same algorithms used to model the global warming hoax predictions? WWG1WGA MAGA KAG LockThemAllUp,0
2660,Hello it has officially taken 18 quarantined days to have the first corona related cry,1
2661,Maintaining a daily routine is the ultimate winner during a lockdown COVID19 COVIDSA LockdownSA Consistency,0
2662,Corona virus feeds up to 10 million people in Pakistan... BBC,0
2663,Miles of voters expose to the deadly virus corona in Wisconsin. Trump is like its not my problem.,1
2664,me: has a funny little tweet idea me: opens twitter my twitter feed: everyone is dead from corona me: spends rest of day crying,1
2665,Why are the ventilator companies being allowed to Gouge and theyre going after people who are gouging on toilet paper Coronavirus,1
2666,Maze fuck this quarantine Fuck corona virus Fuck the system Fuck whoever has the cure and isn't releasing it Just fuck everything man,1
2667,Hii Corona iishe I miss waking up in mansion .I'm home sick,1
2668,"As a nurse I thought VRE, MRSA ESBL, and the list goes on but this Covid19 is by far the scariest",1
2669,This new month will bring an end to Coronavirus pandemic in Jesus Name. If believe say Amen.,1
2670,Another day of coronavirus hoax scam continues as americans get robbed,1
2671,Louisiana Pastor Said He Violated Governors COVID-19 Order Because the Lord Told Us to.. USA.. coronavirus..,0
2672,"I must go to the dentist today, are is safe ? Im afraid is not save because of Corona",0
2673,I want this Coronavirus to end so I can go outside but no Im stuck in my house,1
2674,This is crazy We cannot afford to lose our front line workers COVID19,1
2675,just waiting for someone to wake me up tomorrow and tell me coronavirus is just a joke aprilfoolsbaby,0
2676,Dude been talking like an expert for weeks didnt even know what a corona virus actually is smh just speaking nonsense,1
2677,"I hope Morgan asks mayor Khan when the Mosques are going to close , although i seriously doubt it . COVID19",0
2678,April fools day is the universe just reminding us that we are all FOOLS for letting corona get this bad,1
